Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Aschaffenburg/Bussardweg,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bad Reichenhall/Kirchholzstraße,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burgbernheim/Grüne Au,Burghausen/Marktler Straße,Erlangen/Kraepelinstraße,Garmisch-Partenkirchen/Wasserwerk,Hof/LfU,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kempten (Allgäu)/Westendstraße,Kleinwallstadt/Hofstetter Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,Mehring/Sportplatz,München/Allach,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Neustadt a.d. Aisch/An der Weißen Marter,Neustadt a.d.Donau/Eining,Nürnberg/Bahnhof,Nürnberg/Muggenhof,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Oettingen/Goethestraße,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Saal a.d.Donau/Regensburger Straße,Schwabach/Angerstraße,Schwandorf/Wackersdorfer Straße,Schweinfurt/Obertor,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Weiden i.d.OPf./Nikolaistraße,Würzburg/Stadtring Süd
14.05.2022 24:00,4,22,43,57,69,59,24,1,3,15,32,7,16,10,5,11,22,33,7,21,7,9,25,13,13,47,33,96,63,51,24,13,7,34,28,32,38,18,14,35,47,8,26,11,13,3,13,36,26
15.05.2022 01:00,4,23,32,45,51,50,28,1,3,15,25,13,16,10,3,9,22,28,6,19,8,10,24,8,11,40,31,91,59,44,38,15,7,32,43,36,14,13,11,31,41,8,15,19,6,5,15,24,28
15.05.2022 02:00,4,20,22,38,50,44,21,0,3,12,17,11,14,16,5,9,17,18,7,14,7,10,23,9,13,28,29,80,60,37,27,14,6,22,35,32,14,14,11,23,24,8,31,27,7,5,16,17,17
15.05.2022 03:00,4,17,20,32,45,35,18,1,2,9,20,7,12,10,3,8,17,21,12,10,6,7,20,9,12,23,26,55,47,35,24,11,6,18,26,23,11,21,11,20,20,10,23,27,10,4,12,26,16
15.05.2022 04:00,3,14,25,21,39,26,13,0,2,11,18,7,13,9,3,20,22,23,10,7,6,9,17,11,8,21,20,45,43,36,24,7,7,18,24,21,7,14,10,17,29,10,13,22,11,4,11,22,22
15.05.2022 05:00,3,15,39,23,32,30,12,0,2,14,19,7,18,11,5,14,20,21,9,7,6,8,16,23,9,16,17,52,40,28,26,7,15,19,29,25,10,18,11,17,27,9,13,15,15,4,8,35,21
15.05.2022 06:00,3,15,33,22,28,27,11,0,2,12,17,7,19,10,5,15,20,21,25,18,5,12,16,10,8,15,12,53,34,19,26,7,6,26,25,24,8,16,9,15,21,7,15,15,14,4,8,31,16
15.05.2022 07:00,2,18,16,26,26,24,14,1,2,8,20,7,11,8,4,12,16,14,25,10,7,12,17,12,12,12,14,46,21,18,22,8,7,18,18,27,9,18,17,20,13,17,17,8,9,3,17,39,19
15.05.2022 08:00,4,17,5,23,19,15,13,0,2,8,15,8,12,8,6,8,12,14,10,9,6,13,19,12,13,9,16,43,14,20,14,6,7,16,16,27,8,16,30,18,13,10,20,8,5,3,21,18,19
15.05.2022 09:00,3,13,5,18,18,13,11,0,3,8,16,6,13,6,2,8,15,11,7,5,6,5,16,10,15,11,10,32,10,18,11,5,5,11,12,33,7,14,39,25,11,12,18,8,5,3,22,11,22
15.05.2022 10:00,3,11,6,18,23,12,8,0,4,7,13,5,13,5,2,4,16,10,6,2,6,4,14,12,14,18,11,26,8,15,10,4,5,8,9,32,5,10,34,13,14,8,15,6,6,3,15,7,20
15.05.2022 11:00,3,7,5,12,17,7,5,0,4,6,10,4,11,3,2,4,14,9,8,1,5,3,10,9,11,6,6,23,8,15,9,3,4,6,5,23,6,5,31,11,12,9,8,4,3,3,15,8,23
15.05.2022 12:00,4,10,5,8,15,6,3,0,3,5,9,3,9,3,2,4,10,7,7,1,4,3,10,10,6,4,5,22,8,14,7,3,3,11,4,23,9,4,25,10,10,12,7,4,3,2,7,7,18
15.05.2022 13:00,2,12,3,8,18,6,3,0,4,5,8,3,8,2,2,4,9,5,6,1,3,3,9,8,6,4,5,20,7,16,6,3,3,7,4,23,5,3,29,8,13,11,8,6,3,3,9,7,13
15.05.2022 14:00,3,8,3,7,15,7,3,0,3,5,8,3,10,2,2,4,8,5,5,0,3,3,10,11,8,5,5,16,7,14,5,3,3,5,4,19,5,3,25,12,10,14,7,3,3,2,8,7,13
15.05.2022 15:00,3,11,4,7,16,6,3,1,4,6,14,3,8,2,3,3,8,5,5,1,4,3,10,13,6,4,4,22,10,16,5,2,2,4,4,25,4,3,24,12,12,13,4,5,3,2,11,6,10
15.05.2022 16:00,3,16,3,7,17,7,3,1,3,7,10,3,8,2,3,4,9,9,7,1,4,4,7,12,6,4,4,17,8,25,5,3,3,13,4,30,5,3,27,9,17,16,9,6,3,2,6,10,8
15.05.2022 17:00,4,10,5,7,15,7,3,1,3,7,10,3,10,3,3,4,9,8,3,1,4,3,10,11,6,5,4,22,8,21,5,3,3,10,5,45,4,3,35,13,19,16,7,7,4,2,4,10,21
15.05.2022 18:00,4,5,5,8,21,12,4,1,4,5,15,3,12,2,3,4,8,8,3,4,4,3,14,10,5,6,5,27,10,21,5,3,3,19,5,45,4,5,26,16,17,16,34,8,2,2,5,11,24
15.05.2022 19:00,4,4,8,13,20,13,4,1,5,9,20,6,14,2,3,4,9,8,5,4,3,4,13,19,6,8,8,34,10,21,6,4,3,24,9,52,8,6,11,30,34,25,41,14,4,3,7,12,13
15.05.2022 20:00,6,5,12,16,24,24,8,2,4,9,24,4,29,4,9,7,23,15,11,5,3,6,9,25,13,11,12,39,12,30,12,8,5,29,15,60,13,9,28,36,60,17,90,10,13,3,13,20,9
15.05.2022 21:00,7,47,12,31,43,31,12,2,6,21,31,4,20,5,8,9,25,24,9,10,8,5,10,11,11,18,21,49,14,41,15,6,6,28,16,67,35,10,32,33,56,17,62,6,24,3,13,22,15
15.05.2022 22:00,7,26,9,33,42,30,16,1,15,18,27,3,24,7,4,8,36,21,14,13,6,4,12,9,13,24,18,41,18,38,17,6,5,35,26,52,41,10,25,34,56,23,50,6,18,4,13,11,20
15.05.2022 23:00,7,17,12,31,42,37,14,1,8,20,27,4,28,10,5,7,34,23,10,19,5,6,11,10,16,20,20,62,17,31,46,6,6,40,32,59,29,11,19,36,32,13,68,6,6,4,27,8,18
15.05.2022 24:00,8,15,9,56,48,52,16,1,12,19,22,6,19,12,3,9,30,17,15,19,6,7,10,8,17,23,20,87,22,33,39,6,6,28,31,42,18,12,15,30,26,10,46,7,4,3,21,15,17
16.05.2022 01:00,4,14,7,49,50,57,15,1,13,23,22,11,13,14,6,11,25,14,11,16,7,6,9,6,17,26,21,82,24,39,25,6,7,28,42,31,11,10,11,26,15,9,21,5,11,3,17,10,22
16.05.2022 02:00,4,12,4,35,48,39,17,0,15,16,18,9,17,12,4,17,25,14,18,12,7,10,11,6,18,35,24,56,35,54,23,7,6,22,43,42,13,12,10,22,13,10,18,5,6,3,14,13,30
16.05.2022 03:00,4,13,5,32,45,47,14,1,16,16,16,8,17,12,4,18,28,22,12,5,7,12,16,6,13,37,22,56,36,52,23,9,7,17,30,35,12,17,15,28,16,10,38,6,5,3,14,17,18
16.05.2022 04:00,4,35,5,39,34,32,19,5,13,17,20,11,25,12,3,23,24,17,12,9,7,16,16,8,12,33,22,50,36,53,35,16,6,26,40,44,17,22,19,28,22,12,28,11,11,3,15,25,18
16.05.2022 05:00,5,41,11,44,44,43,22,0,14,28,36,14,26,15,2,29,34,15,14,15,8,29,25,10,10,27,24,77,35,38,37,18,16,32,32,61,22,21,24,29,30,15,37,17,28,3,18,32,26
16.05.2022 06:00,4,45,21,43,40,39,24,0,14,38,46,10,36,20,2,37,41,38,18,13,16,44,32,23,12,33,21,99,46,46,49,20,8,42,53,71,24,22,39,36,31,19,47,35,40,3,23,38,56
16.05.2022 07:00,8,61,37,42,52,46,32,1,13,34,52,10,23,30,2,32,42,41,21,24,16,42,33,25,25,40,20,89,52,71,48,14,9,53,60,80,18,16,37,34,38,19,23,34,17,3,27,45,69
16.05.2022 08:00,4,51,15,39,53,45,32,2,11,31,16,10,15,26,4,15,35,32,22,32,21,25,33,23,18,40,25,112,52,73,48,8,8,37,47,71,22,23,60,42,49,19,16,15,19,3,39,42,56
16.05.2022 09:00,4,27,26,18,43,24,7,11,15,21,17,10,16,23,3,9,38,25,22,26,24,20,22,25,10,21,31,92,25,52,40,11,10,17,23,56,19,22,80,37,41,24,14,11,16,3,33,21,54
16.05.2022 10:00,4,29,20,11,36,22,5,13,11,16,11,8,13,16,3,9,32,28,13,8,17,11,21,22,9,8,11,71,12,45,34,13,11,12,20,54,14,18,77,31,33,13,11,10,26,4,14,11,53
16.05.2022 11:00,3,26,13,14,27,15,5,13,8,16,12,5,12,9,4,8,30,21,18,9,20,10,23,16,10,9,9,93,15,60,29,9,13,20,26,32,10,18,44,20,27,13,15,11,31,4,7,11,26
16.05.2022 12:00,2,18,9,13,28,13,5,9,7,15,26,3,11,8,2,9,31,16,20,4,8,13,18,17,7,7,9,84,18,43,20,5,11,19,16,28,10,13,38,20,44,12,12,13,25,4,6,10,16
16.05.2022 13:00,2,15,6,9,24,12,5,3,10,13,34,3,8,7,2,8,34,10,18,3,7,24,19,13,4,9,9,86,17,39,19,4,11,13,14,22,4,6,44,19,36,11,8,10,20,3,3,11,16
16.05.2022 14:00,2,15,7,8,19,10,4,3,6,16,30,5,9,4,2,10,33,10,14,2,8,20,20,13,3,5,8,89,12,23,11,5,6,14,13,21,8,5,52,14,23,10,7,10,16,3,2,15,22
16.05.2022 15:00,2,25,4,8,34,17,4,4,8,9,27,4,11,4,1,14,31,9,9,3,7,16,19,13,5,4,6,86,9,25,20,6,4,11,15,20,7,5,48,18,30,7,9,10,15,4,4,12,32
16.05.2022 16:00,3,28,6,10,38,12,6,12,7,12,30,2,12,7,4,18,22,8,11,2,7,14,23,15,5,7,7,87,10,40,9,6,4,31,27,27,10,10,65,19,28,5,12,7,16,4,3,12,28
16.05.2022 17:00,4,23,6,10,38,12,4,18,4,9,20,2,6,8,3,14,33,6,9,3,9,11,27,15,4,10,10,89,16,45,7,5,4,29,24,35,10,6,64,18,33,7,13,6,14,5,2,12,28
16.05.2022 18:00,4,20,7,12,32,12,3,7,5,11,24,3,16,7,3,9,27,10,8,4,7,7,22,15,5,7,11,83,15,40,15,5,3,20,17,20,8,4,33,28,20,10,11,12,14,4,5,13,20
16.05.2022 19:00,3,14,11,11,31,20,7,2,6,10,23,3,10,6,3,8,23,8,13,6,7,10,18,11,6,10,12,97,15,32,22,5,5,24,11,15,12,4,25,29,35,5,12,12,11,3,6,13,11
16.05.2022 20:00,3,22,11,9,23,24,9,1,9,4,17,3,9,5,6,9,17,8,10,13,9,9,13,11,5,17,17,82,22,28,16,5,8,29,11,16,15,6,19,11,31,18,10,17,12,3,5,22,9
16.05.2022 21:00,3,14,24,7,18,27,6,3,4,4,17,3,5,4,3,7,15,11,8,4,15,6,10,11,4,7,11,50,14,18,13,6,6,19,14,15,8,5,15,9,20,13,15,12,11,4,5,25,9
16.05.2022 22:00,2,12,30,7,11,10,6,2,7,5,10,3,5,8,2,5,14,12,6,2,9,6,11,9,5,4,6,42,7,13,18,5,9,27,17,11,10,8,13,8,17,10,13,10,10,5,3,26,10
16.05.2022 23:00,2,4,33,11,11,14,7,0,8,5,9,4,4,4,2,6,10,9,7,2,8,6,10,6,3,4,6,36,8,16,20,5,9,17,12,8,8,6,10,8,15,11,7,11,12,5,2,19,11
16.05.2022 24:00,3,5,27,7,12,12,6,0,6,4,7,4,4,3,2,5,7,5,7,3,6,4,8,5,4,4,8,27,8,11,15,3,7,11,5,4,6,8,8,8,11,10,3,9,10,5,2,13,9
17.05.2022 01:00,3,6,24,7,12,9,4,0,6,5,5,3,6,3,5,5,7,5,9,2,7,4,6,4,3,4,6,13,11,9,19,5,6,11,8,7,5,10,10,8,6,8,3,7,5,5,2,13,11
17.05.2022 02:00,3,7,22,8,11,7,5,0,11,5,5,4,5,4,3,5,7,4,5,3,6,3,6,4,6,4,6,17,15,9,17,6,4,9,9,7,8,10,8,9,5,6,6,8,5,5,2,6,9
17.05.2022 03:00,4,8,26,17,14,7,7,0,11,6,5,5,6,4,3,3,9,6,4,4,7,4,7,4,6,5,6,17,12,14,23,6,4,10,8,9,15,9,8,5,4,5,7,7,5,4,2,6,12
17.05.2022 04:00,4,13,27,9,16,8,9,0,6,6,8,5,6,5,3,4,9,6,4,7,7,4,8,4,7,6,7,26,14,17,25,7,5,14,8,8,11,9,17,8,8,6,8,7,9,4,3,8,12
17.05.2022 05:00,4,23,28,12,27,16,14,0,11,9,14,5,8,5,4,5,16,9,6,11,8,9,11,6,7,11,10,52,21,19,25,10,7,18,14,12,12,9,27,15,23,10,10,9,21,3,4,10,16
17.05.2022 06:00,3,39,23,23,37,22,20,0,8,12,21,5,8,6,5,7,27,16,9,16,12,13,16,10,7,18,15,72,30,28,27,12,9,25,21,18,15,9,48,18,22,10,16,11,16,3,11,14,27
17.05.2022 07:00,4,34,27,21,37,24,14,1,14,20,23,6,10,5,3,13,24,22,13,17,13,17,23,17,8,27,19,74,32,41,30,13,8,23,25,32,15,15,51,23,19,8,18,12,18,3,8,20,40
17.05.2022 08:00,4,22,25,15,34,21,5,2,12,22,19,5,13,5,3,6,22,13,12,12,15,13,16,9,11,12,16,77,19,40,32,10,4,17,12,25,24,9,46,22,15,10,14,9,16,3,5,9,45
17.05.2022 09:00,3,17,22,11,30,12,5,2,6,11,19,8,9,3,4,4,22,6,8,6,9,12,16,13,9,7,11,77,12,41,23,7,3,13,8,28,14,5,42,18,13,9,9,8,12,3,5,7,25
17.05.2022 10:00,3,14,14,9,36,10,3,1,7,8,18,4,9,3,4,4,21,5,8,    # ,9,10,16,14,7,6,8,68,9,39,10,4,3,11,10,17,10,4,36,18,14,7,6,6,13,3,4,8,27
17.05.2022 11:00,3,19,7,9,29,9,2,0,5,8,17,3,7,3,3,4,25,6,8,    # ,7,9,16,12,5,6,8,69,8,29,11,4,3,13,10,28,7,3,29,10,10,8,6,6,8,2,3,8,27
17.05.2022 12:00,2,10,6,7,29,10,2,0,5,6,15,4,8,2,2,3,22,6,7,    # ,6,7,19,10,4,6,7,76,8,31,7,3,3,10,11,32,5,3,30,10,10,6,6,6,10,2,3,7,24
17.05.2022 13:00,3,9,5,8,26,9,3,0,4,4,13,4,8,1,2,4,22,4,8,    # ,7,8,21,11,3,5,8,78,8,31,4,3,3,11,11,31,6,4,34,10,11,7,4,5,8,1,2,7,22
17.05.2022 14:00,3,17,12,8,28,10,3,0,4,5,16,3,9,1,3,4,27,4,5,    # ,6,11,22,9,4,5,6,74,10,27,5,3,3,17,14,27,6,3,32,11,10,7,6,6,7,2,2,8,30
17.05.2022 15:00,2,12,4,10,33,11,3,0,4,7,20,2,11,2,3,4,26,5,7,    # ,6,8,26,8,4,5,9,83,8,33,4,3,3,9,9,29,6,4,34,9,10,9,5,5,4,1,2,11,32
17.05.2022 16:00,2,14,4,15,38,13,4,0,5,8,16,3,10,2,4,5,23,6,7,5,6,8,30,9,4,5,20,83,7,25,5,3,3,16,9,29,7,5,46,    # ,19,12,6,6,8,1,3,9,27
17.05.2022 17:00,3,20,9,16,50,13,4,0,4,9,18,3,9,2,4,5,27,4,8,7,9,6,25,13,4,5,9,70,7,25,5,3,2,16,8,21,4,7,52,8,13,9,4,7,10,2,4,9,29
17.05.2022 18:00,3,8,9,22,40,12,4,0,4,5,16,3,10,1,3,5,23,5,6,6,4,9,23,10,4,6,6,76,9,36,5,3,2,11,9,23,4,6,28,9,12,13,5,9,10,2,4,8,9
17.05.2022 19:00,3,7,11,15,45,14,6,1,4,6,23,4,17,2,3,5,28,4,3,6,3,15,16,6,4,6,7,88,7,28,6,4,3,10,16,23,6,10,14,19,13,17,6,10,10,3,8,10,21
17.05.2022 20:00,3,16,15,19,39,18,7,1,6,7,35,6,15,3,6,6,30,9,7,10,4,8,16,7,6,19,14,82,14,28,9,12,5,14,17,34,9,9,13,31,19,13,9,11,19,4,8,12,25
17.05.2022 21:00,2,24,20,22,38,20,16,1,13,9,30,5,22,7,5,10,27,11,6,17,5,8,23,8,14,23,22,98,33,35,12,10,9,27,15,58,24,19,19,19,37,13,18,8,10,4,10,15,15
17.05.2022 22:00,3,25,25,29,46,41,24,0,10,15,30,6,31,7,4,14,33,13,18,20,6,21,16,8,14,37,24,98,40,43,25,10,8,35,27,49,26,21,19,25,21,10,15,7,5,3,15,11,25
17.05.2022 23:00,3,13,21,30,33,22,17,0,8,12,37,5,20,9,4,15,30,16,13,12,7,17,18,6,11,40,26,95,45,43,49,9,7,34,26,46,22,15,23,24,29,9,14,8,6,3,13,26,26
17.05.2022 24:00,3,10,11,38,31,32,20,0,5,16,26,4,13,17,4,25,30,15,8,10,7,17,17,7,18,44,25,74,47,58,36,9,6,33,35,34,18,20,16,25,14,8,24,8,7,3,10,19,20
18.05.2022 01:00,4,18,13,41,36,46,16,0,3,14,25,4,8,18,3,27,25,14,8,10,8,17,14,8,16,38,20,62,45,54,26,7,6,29,28,35,7,15,12,21,11,8,21,6,4,3,17,16,17
18.05.2022 02:00,6,11,29,36,25,29,13,0,5,17,20,3,9,15,3,26,27,12,7,13,7,16,13,7,8,30,19,61,40,41,19,18,6,25,19,39,8,14,12,14,15,7,22,8,6,3,15,17,19
18.05.2022 03:00,5,10,24,30,26,26,14,0,4,19,21,6,11,9,4,22,13,12,8,19,7,15,12,7,13,25,23,51,34,24,20,16,8,25,32,33,9,16,10,17,13,6,25,5,5,4,13,16,21
18.05.2022 04:00,5,15,40,29,33,36,19,0,3,26,13,7,18,8,3,21,23,10,7,22,6,16,13,11,15,19,23,38,38,32,35,14,10,29,29,33,16,12,14,16,15,8,22,10,6,3,10,23,23
18.05.2022 05:00,4,36,36,27,37,33,15,0,9,33,17,10,22,10,4,23,25,15,13,27,8,18,16,9,16,16,19,45,36,29,37,15,7,36,30,52,19,16,20,19,22,12,28,18,16,3,15,26,25
18.05.2022 06:00,4,38,33,30,34,27,16,0,9,41,17,9,24,12,5,25,29,34,15,31,13,27,24,17,21,19,18,62,33,29,35,15,7,35,29,64,19,11,28,23,36,17,26,20,26,3,16,28,29
18.05.2022 07:00,4,41,28,33,36,24,19,1,6,47,23,10,18,13,6,18,30,25,17,23,14,24,21,17,16,29,18,75,35,46,31,13,8,37,29,74,25,16,36,33,46,22,19,26,13,3,25,32,52
18.05.2022 08:00,6,38,12,27,34,22,15,0,4,29,22,8,13,11,2,10,23,20,15,11,14,31,8,17,6,40,18,50,29,53,20,7,8,23,29,66,16,20,44,24,32,18,15,15,10,3,19,25,31
18.05.2022 09:00,3,26,13,23,30,19,11,0,4,19,15,5,10,11,3,8,17,18,13,13,11,21,8,16,8,25,11,54,22,40,19,7,6,15,23,50,11,12,42,15,23,16,11,    # ,13,3,13,10,20
18.05.2022 10:00,3,21,6,15,27,15,8,0,9,15,13,4,12,14,3,7,    # ,17,10,8,7,10,9,18,9,18,8,37,14,36,16,4,4,9,10,41,9,7,30,14,23,14,7,    # ,10,3,17,9,19
18.05.2022 11:00,2,21,3,12,24,13,4,0,8,11,10,3,11,8,2,7,    # ,12,7,6,5,6,10,14,7,13,7,35,10,31,9,3,3,8,10,42,5,5,31,17,17,11,6,    # ,6,2,15,8,15
18.05.2022 12:00,2,16,3,12,31,11,4,0,5,11,13,3,11,4,3,5,    # ,14,8,5,3,6,8,13,5,9,5,28,8,25,6,3,3,10,6,45,10,5,40,11,17,13,4,    # ,8,2,16,7,13
18.05.2022 13:00,2,14,3,8,27,10,4,0,4,11,15,2,11,3,2,7,    # ,11,6,7,4,5,9,15,5,7,5,26,11,23,5,3,3,6,5,58,8,5,47,15,16,12,4,    # ,6,2,8,9,9
18.05.2022 14:00,3,15,3,7,29,11,3,0,4,7,14,2,12,2,3,6,    # ,9,6,6,3,5,8,15,4,7,5,24,10,22,5,3,2,7,7,57,4,4,48,15,17,11,4,    # ,6,2,11,7,19
18.05.2022 15:00,3,16,3,10,34,9,2,0,5,9,13,2,13,2,3,7,12,13,6,5,3,5,8,16,7,8,4,24,11,25,5,3,2,8,8,74,3,5,45,17,18,11,5,7,5,2,5,6,5
18.05.2022 16:00,3,21,3,9,30,13,3,0,5,6,17,2,16,2,3,11,13,14,8,6,4,5,10,8,6,8,5,24,11,28,6,4,2,11,9,60,10,4,61,22,27,12,8,14,6,2,11,7,7
18.05.2022 17:00,3,22,4,10,31,12,3,0,5,8,12,2,11,3,3,8,13,10,7,6,5,4,12,6,5,8,5,28,12,26,7,4,2,9,8,66,5,6,53,16,25,11,7,16,8,2,21,11,7
18.05.2022 18:00,3,20,4,11,29,10,3,0,7,7,9,2,13,4,4,7,14,13,6,7,6,5,8,5,8,8,5,26,15,25,7,5,2,6,7,59,4,4,36,13,25,10,7,14,5,3,12,8,3
18.05.2022 19:00,4,18,7,8,29,11,4,1,9,14,12,3,13,3,3,8,15,20,13,9,3,4,7,8,7,6,6,23,10,24,8,5,3,7,9,48,9,6,25,16,23,13,10,12,6,4,6,8,4
18.05.2022 20:00,4,20,16,10,24,12,5,2,6,12,12,3,17,6,4,12,14,16,22,12,4,6,8,6,13,10,8,22,10,22,9,5,6,8,10,39,12,9,13,19,35,8,8,23,8,4,11,9,6
18.05.2022 21:00,5,39,17,14,26,14,6,1,8,14,18,4,18,6,23,13,20,14,14,15,6,29,11,6,25,16,9,27,11,29,9,7,10,13,18,40,14,10,21,36,43,18,13,19,9,4,14,11,10
18.05.2022 22:00,5,53,9,20,21,17,7,2,12,13,16,5,18,10,5,9,15,13,16,12,9,53,10,6,27,13,10,17,13,23,12,5,11,16,17,33,21,10,26,26,42,17,16,12,16,3,12,7,13
18.05.2022 23:00,5,54,7,15,18,14,7,2,10,13,12,5,18,9,4,10,13,10,21,10,9,30,7,5,23,11,11,19,11,20,11,4,7,12,16,34,24,9,17,29,29,16,8,8,14,3,15,10,22
18.05.2022 24:00,4,49,11,15,15,11,8,1,15,13,11,5,13,11,3,11,19,13,21,9,12,26,7,5,24,10,11,15,11,15,10,4,6,12,16,33,12,8,16,25,27,13,8,10,13,4,16,19,19
19.05.2022 01:00,5,56,17,13,16,11,7,0,9,13,9,5,15,9,4,8,14,16,13,9,13,14,6,5,17,9,12,12,9,16,9,5,7,13,18,17,11,10,12,26,16,15,9,8,15,4,18,15,16
19.05.2022 02:00,5,50,15,12,16,11,8,0,11,29,8,5,12,8,3,9,13,17,10,16,10,25,7,7,15,8,13,14,9,13,9,6,7,10,13,32,10,10,11,25,15,13,8,7,11,3,11,21,16
19.05.2022 03:00,7,47,10,13,15,10,9,0,13,12,8,4,13,9,4,11,10,17,9,9,9,15,9,7,18,9,11,14,9,18,11,6,6,13,10,18,9,10,15,21,26,12,7,7,6,3,27,19,15
19.05.2022 04:00,5,52,9,16,20,14,9,0,15,14,13,4,13,7,4,17,12,16,17,12,10,20,9,8,17,15,10,21,11,22,11,6,7,24,13,29,11,13,16,30,34,14,10,13,9,3,39,22,14
19.05.2022 05:00,3,55,8,24,29,18,14,0,8,20,28,8,18,7,4,31,22,27,28,20,10,32,14,10,20,24,11,37,12,22,11,6,8,48,23,57,14,10,23,35,64,21,13,18,19,3,32,45,23
19.05.2022 06:00,3,64,9,36,34,21,14,0,12,36,31,7,34,11,7,43,28,31,29,28,17,36,24,18,34,32,14,67,21,35,14,7,8,48,39,68,21,10,36,37,41,39,23,28,27,3,34,30,32
19.05.2022 07:00,3,54,12,24,30,20,13,2,10,32,24,6,28,17,6,21,29,29,21,26,17,39,24,24,21,32,19,56,28,44,17,7,7,32,39,78,25,15,45,36,47,36,20,24,19,2,49,31,22
19.05.2022 08:00,3,32,16,24,29,17,12,9,8,23,14,7,20,10,5,15,26,23,13,26,11,40,12,17,20,28,21,66,35,50,23,7,7,20,22,62,16,12,54,34,    # ,21,11,18,15,2,28,35,17
19.05.2022 09:00,    # ,23,15,24,34,20,11,10,8,14,10,6,21,11,10,12,20,22,12,19,10,13,12,15,16,23,22,93,39,49,26,7,7,10,14,48,14,9,58,33,    # ,16,11,12,12,3,16,24,13
19.05.2022 10:00,#,23,6,21,35,21,10,9,11,13,10,6,19,8,4,9,18,15,10,6,9,9,12,17,13,16,20,91,29,40,26,6,6,9,11,43,14,9,54,15,    # ,15,8,10,12,3,18,14,13
19.05.2022 11:00,#,23,6,13,40,16,9,5,7,12,12,5,16,7,2,7,22,17,9,6,7,8,11,22,11,11,20,102,13,46,22,5,6,10,11,41,14,10,50,18,    # ,14,7,14,9,3,8,8,17
19.05.2022 12:00,#,17,6,10,40,14,5,4,7,12,11,5,14,7,2,7,24,14,9,7,5,6,14,19,8,9,15,95,12,36,20,4,6,10,10,44,13,10,54,18,    # ,15,6,10,13,3,7,7,26
19.05.2022 13:00,#,17,5,9,34,14,4,0,5,11,18,5,12,6,3,8,30,11,8,6,5,7,20,12,6,9,22,99,12,40,17,4,5,9,10,40,5,8,49,20,19,19,7,8,11,3,3,8,37
19.05.2022 14:00,#,22,4,8,35,17,4,1,5,9,14,3,8,5,2,7,31,10,8,4,5,7,16,13,5,7,14,111,11,38,15,4,4,12,10,41,6,7,60,16,21,18,7,9,15,3,3,7,33
19.05.2022 15:00,#,23,5,8,42,18,3,2,5,7,17,3,8,3,3,7,36,9,8,5,4,7,23,15,5,6,13,121,12,43,18,5,4,11,12,35,8,6,48,22,26,12,7,7,12,3,4,7,45
19.05.2022 16:00,#,27,6,12,40,16,3,9,9,9,26,3,10,3,3,9,43,12,8,4,7,7,17,16,4,5,17,108,11,42,28,5,4,15,13,48,11,5,49,24,37,10,8,7,17,3,5,8,32
19.05.2022 17:00,#,24,5,11,59,29,3,3,6,11,30,3,9,3,3,8,53,7,11,4,14,6,25,16,5,5,25,118,14,50,25,4,5,9,12,34,8,4,47,22,33,5,8,8,19,3,5,13,18
19.05.2022 18:00,#,22,9,17,65,29,7,6,5,10,23,4,11,4,17,9,39,10,11,6,    # ,7,19,14,5,7,14,136,20,52,16,6,5,13,13,31,23,7,20,31,41,9,10,9,21,4,11,17,26
19.05.2022 19:00,#,40,7,14,36,24,8,1,6,7,30,5,39,4,5,7,50,9,15,6,6,8,26,12,6,17,11,138,29,53,24,5,8,11,15,32,26,5,19,45,55,21,15,13,13,6,14,19,39
19.05.2022 20:00,#,40,11,10,29,17,7,0,8,8,49,6,28,5,3,9,45,28,11,6,5,17,23,13,11,12,21,104,22,49,28,10,12,22,18,43,36,6,34,47,54,21,35,26,8,6,13,31,13
19.05.2022 21:00,#,9,24,11,19,15,7,0,6,7,15,3,64,4,4,7,20,15,9,7,6,7,30,11,21,9,9,71,12,34,26,4,9,13,14,30,32,8,34,47,44,26,12,19,4,4,17,35,10
19.05.2022 22:00,#,10,28,7,18,11,7,0,4,9,9,4,31,5,2,7,17,9,9,7,5,8,20,9,19,8,10,66,12,31,21,4,7,10,20,14,12,5,25,51,36,9,5,8,11,5,24,6,10
19.05.2022 23:00,    # ,10,16,9,17,8,6,0,5,7,8,4,18,8,3,10,8,5,4,12,5,5,11,11,16,8,8,44,9,19,30,3,3,11,7,15,3,7,21,40,6,6,6,4,13,4,14,7,14
