Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
01.05.2022 01:00,22,18,17,26,12,8,5,16,12,9,9,20,15,18,9,16,5,16,35,17,26,15,17,4,26,22,17,9,9,11,24,6,10,9
01.05.2022 02:00,21,20,19,26,21,10,2,16,12,8,11,21,17,20,9,12,6,21,31,19,23,17,13,3,28,22,14,9,10,9,26,4,16,11
01.05.2022 03:00,23,22,20,28,20,11,2,16,21,8,22,20,17,20,13,22,8,16,28,17,23,17,19,4,28,23,19,13,14,14,26,4,22,23
01.05.2022 04:00,23,24,24,31,16,14,5,16,17,7,16,23,19,20,25,17,8,16,32,24,23,19,20,4,28,24,27,16,17,15,21,4,18,22
01.05.2022 05:00,25,24,26,34,18,18,6,16,23,6,18,24,20,21,8,17,8,20,35,23,24,15,19,4,22,23,19,13,18,12,19,3,17,22
01.05.2022 06:00,22,23,29,37,21,16,7,17,23,7,19,25,20,23,8,23,8,23,31,23,21,14,14,4,18,21,18,15,14,15,20,4,17,19
01.05.2022 07:00,22,23,27,34,20,18,6,18,20,6,16,24,19,27,9,14,6,25,37,27,24,12,19,4,17,17,16,16,12,10,20,3,16,18
01.05.2022 08:00,19,24,24,31,16,19,6,17,6,6,14,24,19,27,12,19,7,24,37,28,26,14,9,6,17,17,16,23,11,8,19,3,16,11
01.05.2022 09:00,20,23,21,26,19,16,10,16,2,8,13,25,21,21,8,14,7,23,32,26,22,15,9,5,15,16,15,25,11,16,18,4,16,18
01.05.2022 10:00,20,23,16,21,16,12,9,18,10,17,15,26,20,16,4,16,9,21,34,25,20,11,9,4,14,15,18,25,9,17,18,7,15,13
01.05.2022 11:00,21,22,14,19,16,12,10,20,20,18,12,25,19,13,6,13,12,16,37,21,20,9,9,4,12,14,17,14,10,12,19,7,19,18
01.05.2022 12:00,19,17,13,18,12,9,5,22,3,15,15,18,14,13,14,11,17,18,31,19,20,8,8,12,11,14,16,20,7,13,19,8,22,22
01.05.2022 13:00,12,13,15,20,12,10,3,23,10,10,13,15,10,15,11,17,12,17,26,15,18,8,9,26,13,15,11,14,16,23,17,7,24,10
01.05.2022 14:00,10,14,13,18,12,10,5,23,4,7,18,15,10,15,22,16,6,16,20,14,14,8,20,23,14,13,10,17,16,19,18,7,25,22
01.05.2022 15:00,11,15,12,17,15,7,7,21,4,9,18,15,10,15,17,5,5,16,21,16,15,9,22,27,12,12,15,16,16,21,20,14,23,23
01.05.2022 16:00,15,13,10,14,13,8,6,22,9,9,18,15,10,15,20,9,4,18,20,14,15,9,24,17,13,11,15,20,20,15,18,14,19,18
01.05.2022 17:00,17,12,10,15,9,6,4,24,21,11,15,15,10,13,35,10,7,15,22,16,16,9,19,14,12,11,12,22,22,17,18,12,16,21
01.05.2022 18:00,17,11,10,14,11,5,6,21,30,10,18,15,10,12,23,9,9,15,23,16,17,10,25,14,9,9,15,18,14,19,16,11,15,19
01.05.2022 19:00,16,11,10,15,10,5,7,20,32,11,20,16,11,16,27,8,9,17,24,16,18,12,27,18,10,9,29,19,20,20,16,11,12,24
01.05.2022 20:00,15,11,13,21,18,6,6,21,24,14,20,24,13,16,36,8,8,17,25,16,19,13,37,20,10,9,25,30,10,32,19,14,12,25
01.05.2022 21:00,14,12,16,27,27,15,4,22,37,15,29,27,14,17,27,14,14,19,28,16,20,14,37,32,10,10,48,31,14,28,19,17,14,15
01.05.2022 22:00,14,12,24,30,31,16,3,25,40,14,28,35,18,18,29,14,13,18,30,18,24,19,27,18,15,11,32,24,10,26,22,19,15,21
01.05.2022 23:00,13,15,26,35,31,20,2,26,16,18,36,33,20,17,20,17,12,16,36,21,29,18,31,14,14,13,23,24,10,26,23,18,15,20
01.05.2022 24:00,14,15,30,37,33,15,2,27,15,12,29,27,22,16,13,15,14,18,42,26,27,17,30,10,13,13,26,18,10,23,22,15,14,18
02.05.2022 01:00,13,16,29,31,24,10,3,25,8,12,31,22,21,17,2,16,16,13,39,25,22,18,35,8,16,13,21,15,9,22,21,12,15,25
02.05.2022 02:00,15,17,23,31,27,15,4,18,16,13,26,22,21,16,8,17,15,16,37,28,20,20,24,7,14,13,21,19,9,22,19,12,17,20
02.05.2022 03:00,21,18,20,29,27,18,5,16,14,13,27,20,20,15,18,19,14,13,32,26,18,21,29,7,12,11,22,21,10,23,19,13,16,16
02.05.2022 04:00,12,19,19,28,26,19,6,16,17,14,32,20,19,16,17,23,14,13,28,23,18,22,36,6,11,10,24,23,14,23,22,14,15,20
02.05.2022 05:00,11,21,22,30,27,22,6,16,24,13,34,24,21,17,20,21,16,11,26,22,14,24,40,8,11,11,22,20,13,28,19,12,15,19
02.05.2022 06:00,8,25,21,35,32,20,6,17,34,13,31,29,24,25,22,21,16,10,22,15,11,25,40,7,10,9,20,22,13,32,16,13,16,28
02.05.2022 07:00,6,29,29,44,41,25,5,18,29,13,31,31,24,27,18,24,13,11,22,12,12,25,39,6,11,9,22,22,15,15,14,14,15,22
02.05.2022 08:00,8,30,34,49,41,31,8,18,16,17,24,32,26,31,7,28,11,13,26,14,14,27,30,6,12,9,13,10,13,9,15,13,13,29
02.05.2022 09:00,10,27,45,55,46,30,8,18,    # ,18,18,30,28,25,7,30,10,20,31,17,21,28,28,8,13,12,10,28,14,10,15,15,13,13
02.05.2022 10:00,10,25,36,43,33,20,11,18,2,18,23,29,23,16,10,7,10,22,25,18,18,25,29,9,12,10,9,30,14,15,13,17,15,23
02.05.2022 11:00,7,22,20,25,16,19,7,18,5,17,17,21,15,12,16,6,13,20,24,21,19,19,19,7,10,9,15,28,13,17,12,19,15,17
02.05.2022 12:00,7,18,15,20,12,12,6,17,13,17,18,14,11,10,17,7,14,19,19,16,17,17,2,8,10,10,10,18,9,9,13,19,15,21
02.05.2022 13:00,8,16,12,18,10,13,3,17,5,12,15,14,10,9,18,8,14,15,21,18,18,14,10,11,11,10,6,15,15,10,13,14,15,28
02.05.2022 14:00,9,13,11,17,12,10,2,17,10,9,11,14,10,11,18,11,14,13,15,12,14,11,24,8,14,13,12,16,16,21,15,10,14,18
02.05.2022 15:00,10,12,10,16,11,7,2,16,4,7,13,15,11,11,15,9,14,8,12,11,11,10,29,9,11,11,11,14,13,13,10,8,13,18
02.05.2022 16:00,11,12,8,14,11,7,5,17,4,8,13,15,12,13,18,14,10,10,8,7,9,8,12,6,12,10,23,18,17,16,9,8,12,16
02.05.2022 17:00,13,16,8,12,11,7,5,17,17,10,9,14,11,15,21,9,8,10,10,10,12,9,23,8,11,10,13,16,18,31,10,7,13,22
02.05.2022 18:00,15,18,8,15,8,5,2,16,25,9,18,13,10,16,20,10,7,6,10,9,13,8,27,23,14,10,8,23,9,12,9,9,13,22
02.05.2022 19:00,14,17,8,14,12,5,2,18,14,10,16,12,11,15,20,15,6,7,9,6,11,7,24,12,14,11,12,14,18,7,5,10,14,25
02.05.2022 20:00,9,15,9,16,13,7,2,21,16,8,12,12,12,17,18,16,6,4,6,5,7,9,25,14,15,12,11,2,14,12,4,9,15,26
02.05.2022 21:00,10,17,14,19,11,8,2,23,31,8,13,12,12,17,12,13,12,5,6,5,7,9,38,28,17,15,14,2,17,25,5,9,17,19
02.05.2022 22:00,10,18,14,20,21,12,2,21,34,8,23,11,11,16,18,13,11,6,5,4,7,8,42,8,18,15,9,2,19,22,4,10,18,23
02.05.2022 23:00,8,16,13,20,22,15,2,21,44,8,26,13,13,13,17,10,13,8,6,5,8,10,34,7,18,15,7,5,20,16,5,9,18,26
02.05.2022 24:00,7,15,14,19,13,15,2,21,23,9,17,15,14,12,14,19,12,9,7,6,8,11,15,7,16,14,10,11,14,10,5,9,19,30
03.05.2022 01:00,5,17,12,15,12,13,2,20,19,9,7,14,14,12,16,18,14,10,10,7,11,12,39,6,14,15,8,9,14,14,7,9,21,28
03.05.2022 02:00,4,15,14,17,8,13,2,18,18,8,15,15,13,12,22,9,12,13,11,8,10,13,10,5,14,15,10,14,18,10,8,8,22,33
03.05.2022 03:00,4,13,17,18,10,11,2,18,22,10,21,15,12,11,18,10,10,12,9,7,9,14,17,6,14,15,12,15,15,9,9,9,23,33
03.05.2022 04:00,3,13,16,17,15,11,2,18,15,11,31,15,12,11,15,10,10,11,8,6,7,15,19,4,12,15,17,12,16,20,9,8,22,25
03.05.2022 05:00,3,13,18,23,12,12,2,18,18,13,18,22,14,12,18,12,10,11,10,7,8,15,29,6,12,15,17,13,22,15,10,8,22,29
03.05.2022 06:00,3,15,21,30,21,12,2,18,14,12,31,17,12,12,19,12,10,9,13,9,8,15,33,6,13,17,16,14,18,13,11,8,23,30
03.05.2022 07:00,4,16,28,28,32,19,6,18,20,11,24,17,13,13,18,9,9,8,17,10,9,16,30,8,14,17,13,15,18,8,10,12,26,35
03.05.2022 08:00,4,21,19,21,28,13,9,18,12,11,23,16,17,12,16,9,7,8,19,9,12,23,15,7,16,19,7,16,17,2,11,9,23,49
03.05.2022 09:00,6,17,16,20,22,9,10,19,18,9,25,19,16,14,20,7,9,10,17,7,10,24,23,5,15,20,2,14,25,2,10,7,26,32
03.05.2022 10:00,7,17,16,22,19,13,10,20,33,9,21,19,14,11,23,13,11,11,16,8,11,14,28,5,14,17,3,14,17,2,11,8,25,37
03.05.2022 11:00,7,13,13,17,10,9,8,19,15,10,17,17,12,10,20,18,13,8,17,8,14,13,18,6,16,16,9,17,13,3,11,10,20,18
03.05.2022 12:00,11,11,12,15,13,11,9,18,11,9,6,17,13,7,17,14,22,11,18,10,17,11,2,6,15,15,8,16,11,6,10,10,20,12
03.05.2022 13:00,12,9,12,19,12,7,6,16,14,8,11,15,9,8,19,8,17,14,21,12,20,10,4,7,12,12,10,16,16,13,10,9,13,21
03.05.2022 14:00,12,11,11,16,13,5,4,17,9,9,17,15,8,10,17,10,10,17,25,14,24,7,20,8,13,12,23,18,18,2,11,8,11,22
03.05.2022 15:00,10,11,7,11,19,8,3,17,2,8,20,15,9,9,18,11,13,19,22,15,20,7,24,5,15,12,9,11,16,22,12,7,11,14
03.05.2022 16:00,16,13,8,11,11,10,6,18,5,8,14,14,9,11,16,11,12,21,18,14,17,7,19,6,20,15,17,11,16,11,10,7,14,17
03.05.2022 17:00,19,18,8,11,13,6,7,18,16,9,4,11,8,11,20,12,10,15,18,14,18,12,15,11,17,14,11,8,27,13,11,6,15,23
03.05.2022 18:00,27,13,10,16,12,5,6,18,5,9,15,12,10,11,24,7,11,13,17,11,21,13,22,13,16,12,15,16,11,22,10,6,16,28
03.05.2022 19:00,16,13,12,18,14,5,4,19,9,13,18,13,10,12,17,9,14,11,19,12,20,13,25,16,15,12,14,13,18,18,10,6,17,38
03.05.2022 20:00,12,16,11,16,14,5,2,22,14,15,15,13,12,14,30,15,11,10,30,13,29,18,31,14,15,14,15,14,16,26,18,7,19,36
03.05.2022 21:00,12,21,10,12,12,6,2,23,22,16,17,15,15,16,22,13,17,6,27,11,22,15,35,11,17,16,14,18,20,19,18,7,22,27
03.05.2022 22:00,8,18,8,10,9,6,2,23,48,16,31,15,15,16,24,12,15,5,18,12,10,13,31,9,20,17,13,16,13,17,16,10,23,25
03.05.2022 23:00,8,16,10,12,10,7,2,23,39,15,18,14,14,15,30,12,13,6,18,12,10,11,35,7,20,17,14,19,18,18,16,12,23,36
03.05.2022 24:00,8,19,10,12,11,8,2,22,35,12,26,16,17,14,28,12,13,5,18,11,11,10,51,8,20,17,16,25,23,22,14,13,25,39
04.05.2022 01:00,8,19,9,13,13,3,2,22,29,11,27,18,18,17,24,9,10,6,11,8,8,9,23,9,17,15,15,18,14,21,14,14,27,42
04.05.2022 02:00,7,20,11,15,12,3,2,22,22,9,30,17,15,14,27,6,10,9,16,12,11,9,34,11,15,14,23,13,19,19,10,15,30,27
04.05.2022 03:00,6,21,13,19,9,5,2,23,25,7,30,14,14,15,26,5,9,10,18,12,12,11,31,11,15,13,21,18,20,32,9,13,31,29
04.05.2022 04:00,6,22,18,25,13,7,2,23,38,7,22,16,14,15,19,7,8,11,16,11,10,12,24,9,15,13,22,13,19,23,10,11,31,37
04.05.2022 05:00,5,22,18,27,14,11,2,24,26,8,35,20,15,16,24,8,9,10,15,8,8,12,30,8,18,12,29,17,21,21,10,11,31,33
04.05.2022 06:00,6,28,15,23,23,13,3,25,16,9,31,26,19,16,26,9,9,12,17,5,8,13,34,7,18,13,20,17,23,22,8,13,31,37
04.05.2022 07:00,4,30,12,22,20,10,3,24,26,10,26,24,20,16,32,10,11,13,20,5,8,16,41,8,16,14,20,16,18,18,9,17,31,49
04.05.2022 08:00,3,31,11,17,23,9,3,24,12,8,22,20,17,20,23,14,11,13,25,7,9,14,21,8,17,15,21,6,21,13,8,17,32,39
04.05.2022 09:00,5,22,11,17,24,8,7,24,13,8,17,19,12,24,21,14,9,11,19,6,8,13,20,6,17,15,21,11,15,23,10,15,31,35
04.05.2022 10:00,7,16,11,18,21,8,12,22,18,9,29,20,12,18,20,10,9,8,14,9,7,9,23,6,17,17,18,22,20,6,12,14,28,28
04.05.2022 11:00,6,17,8,13,15,10,6,22,12,8,17,17,11,8,14,10,11,9,17,7,8,8,6,6,17,13,6,16,17,10,11,10,25,15
04.05.2022 12:00,6,21,7,9,16,11,8,21,9,10,18,18,10,7,9,9,15,10,23,10,12,    # ,9,10,13,10,2,8,14,10,12,8,20,15
04.05.2022 13:00,8,17,7,11,13,12,10,21,6,7,13,15,9,11,6,7,11,7,39,13,18,7,30,11,15,11,7,17,16,37,13,7,17,36
04.05.2022 14:00,8,18,6,10,13,8,4,19,8,8,24,12,7,12,12,6,8,6,25,9,12,6,16,7,13,11,8,8,13,5,    # ,6,23,35
04.05.2022 15:00,5,24,6,9,14,5,2,23,19,8,16,14,8,11,19,7,7,7,21,8,12,8,38,7,17,12,15,    # ,20,2,7,6,19,27
04.05.2022 16:00,6,18,7,13,16,5,2,23,27,9,23,19,13,10,41,6,9,9,19,7,12,9,37,7,16,12,12,    # ,17,17,9,6,13,15
04.05.2022 17:00,13,13,13,13,7,3,2,20,33,10,2,16,10,18,8,9,16,12,23,14,18,9,2,9,16,11,8,    # ,19,23,11,7,12,2
04.05.2022 18:00,12,14,12,11,8,2,3,17,14,12,8,17,12,16,6,20,15,14,31,16,27,8,2,9,16,12,30,    # ,3,4,11,6,12,2
04.05.2022 19:00,9,15,13,13,12,3,3,17,17,14,13,17,14,16,7,12,13,9,29,11,17,11,9,8,14,13,12,15,4,2,9,9,11,2
04.05.2022 20:00,9,18,12,11,16,5,2,18,25,15,10,16,14,17,10,10,8,8,20,11,15,13,28,7,31,15,16,14,13,2,8,10,15,16
04.05.2022 21:00,7,18,11,12,8,5,2,18,34,13,15,22,15,18,20,10,10,8,20,11,12,21,33,7,28,16,30,18,15,21,8,7,17,19
04.05.2022 22:00,4,20,12,11,3,4,2,19,26,14,26,9,9,18,13,9,10,7,20,9,12,21,44,9,19,16,29,22,9,13,8,8,13,9
04.05.2022 23:00,5,21,11,11,6,5,2,19,22,10,17,10,10,18,14,10,5,9,21,10,14,14,42,8,12,15,33,19,12,12,9,7,11,12
04.05.2022 24:00,4,20,12,12,7,5,2,19,17,8,25,10,10,18,14,4,6,8,19,10,12,14,38,7,11,14,13,15,8,10,11,6,9,13
05.05.2022 01:00,4,23,12,13,9,5,2,17,11,10,25,12,14,17,11,3,7,7,15,8,9,14,30,8,9,10,24,19,8,13,14,5,10,10
05.05.2022 02:00,3,22,12,14,25,4,2,15,18,12,20,12,16,15,16,2,8,7,10,7,7,14,22,11,10,9,18,17,11,8,22,5,13,20
05.05.2022 03:00,3,24,12,15,22,7,2,15,18,13,38,12,13,14,18,3,15,6,9,6,7,14,22,10,11,9,19,10,11,7,24,5,15,24
05.05.2022 04:00,2,22,13,16,17,11,2,16,23,13,27,11,13,16,14,6,21,6,9,6,6,15,20,11,13,10,15,16,11,12,20,5,15,22
05.05.2022 05:00,2,22,14,20,18,10,3,17,28,13,28,12,17,19,13,9,18,5,11,7,6,15,17,9,19,12,17,17,12,15,18,6,17,13
05.05.2022 06:00,2,22,14,23,15,9,3,20,15,13,22,16,21,22,17,10,18,7,15,6,7,16,29,8,20,14,19,18,12,11,25,7,19,20
05.05.2022 07:00,2,25,17,30,18,11,4,23,21,11,21,24,26,22,13,9,19,8,22,5,8,20,20,9,20,13,14,18,12,8,26,7,18,25
05.05.2022 08:00,4,31,22,34,24,12,7,23,16,9,23,26,24,20,16,10,15,11,26,9,14,23,26,8,22,12,16,16,8,9,22,7,18,27
05.05.2022 09:00,6,23,19,31,25,12,11,17,19,9,17,25,22,18,19,16,8,14,26,15,17,29,28,6,21,12,17,15,12,9,17,8,17,19
05.05.2022 10:00,9,15,19,31,16,14,6,16,27,10,13,26,22,11,    # ,19,8,15,27,16,18,24,18,5,14,10,7,13,11,7,14,10,12,13
05.05.2022 11:00,10,16,20,31,21,11,6,14,18,14,6,27,20,13,    # ,8,7,18,26,18,18,21,11,9,11,9,4,20,3,4,14,10,13,8
05.05.2022 12:00,9,13,    # ,21,20,13,5,12,6,13,9,17,12,13,    # ,9,10,21,22,17,18,18,10,14,11,10,4,13,8,2,11,11,10,14
05.05.2022 13:00,13,13,12,17,10,14,3,10,3,10,11,18,9,13,    # ,9,12,25,20,13,18,20,2,13,19,11,2,8,10,2,9,12,10,15
05.05.2022 14:00,12,11,9,13,    # ,10,2,10,2,12,7,17,8,8,    # ,7,12,24,22,16,20,20,4,13,14,9,4,16,22,11,8,12,12,19
05.05.2022 15:00,14,12,10,15,15,8,2,11,2,11,11,15,8,6,    # ,16,17,22,23,18,21,24,12,11,13,8,8,13,2,8,8,11,15,27
05.05.2022 16:00,17,17,11,16,12,6,5,12,2,12,13,13,8,5,18,11,18,22,28,23,25,29,11,8,14,10,15,15,10,12,8,10,17,34
05.05.2022 17:00,18,12,15,21,12,5,4,13,2,13,13,13,10,6,24,9,14,15,23,19,22,26,21,9,14,11,10,16,12,12,6,10,21,37
05.05.2022 18:00,22,14,11,18,13,5,2,13,9,12,15,11,9,7,19,9,12,23,18,13,20,14,18,11,14,10,10,14,9,9,6,10,26,33
05.05.2022 19:00,17,16,12,18,14,7,3,13,21,13,14,11,10,11,19,6,10,22,23,16,24,8,43,11,17,11,16,28,9,30,6,9,27,27
05.05.2022 20:00,16,22,12,19,14,5,5,14,29,14,27,11,11,13,19,9,4,19,20,16,22,13,32,14,17,11,10,8,12,17,8,10,27,34
05.05.2022 21:00,19,19,18,24,13,6,5,14,3,17,22,12,11,11,19,9,3,18,16,12,19,19,56,15,15,10,14,13,13,18,11,11,30,25
05.05.2022 22:00,15,16,16,23,14,11,3,15,22,15,13,10,11,12,17,13,3,12,16,11,14,9,27,13,15,10,14,15,16,12,11,12,22,22
05.05.2022 23:00,11,15,11,18,12,9,2,15,20,13,6,12,12,15,18,14,3,10,16,12,15,12,16,6,22,11,13,13,10,14,12,14,12,16
05.05.2022 24:00,5,16,12,18,9,7,2,15,14,12,15,13,13,15,17,14,3,11,16,14,14,16,20,7,16,11,14,6,11,16,13,15,14,7
06.05.2022 01:00,3,17,14,21,9,7,2,17,23,11,12,14,12,14,17,13,2,7,10,8,7,16,2,10,14,10,11,11,9,21,16,14,14,10
06.05.2022 02:00,4,18,16,23,11,8,2,17,14,10,20,15,10,13,18,11,1,3,6,4,5,18,2,10,15,9,10,13,9,20,17,13,15,18
06.05.2022 03:00,3,17,19,26,13,13,2,16,11,11,28,17,10,15,13,12,2,3,7,5,5,22,17,9,13,9,14,17,10,20,16,12,13,21
06.05.2022 04:00,4,15,22,31,15,16,2,16,16,13,18,19,11,18,15,12,2,3,7,4,5,25,16,7,13,10,16,18,14,18,11,11,13,18
06.05.2022 05:00,6,14,23,36,15,11,2,16,18,14,16,19,13,20,13,13,2,5,10,3,5,26,18,7,14,11,22,12,12,20,9,10,13,20
06.05.2022 06:00,3,15,25,39,24,13,4,15,16,14,16,20,14,19,14,13,2,6,13,3,6,25,15,7,17,12,19,15,10,14,7,9,12,21
06.05.2022 07:00,3,13,29,38,21,14,3,15,14,17,13,19,13,16,14,15,4,7,12,4,6,22,26,6,21,14,20,13,4,11,7,9,13,23
06.05.2022 08:00,2,12,25,38,25,17,2,15,15,15,13,16,11,13,15,17,6,5,11,6,5,18,17,5,26,17,14,9,7,9,9,13,12,25
06.05.2022 09:00,3,10,24,37,24,15,2,14,2,17,10,12,9,11,14,20,5,5,14,8,7,16,13,5,35,19,8,9,8,11,14,17,9,21
06.05.2022 10:00,3,9,26,39,27,15,2,13,16,16,11,11,9,11,9,17,8,6,19,10,11,15,14,7,33,19,9,11,7,15,17,18,8,18
06.05.2022 11:00,4,8,25,36,22,21,2,13,9,16,10,13,10,13,11,18,11,12,30,23,20,14,15,6,28,18,13,12,8,8,20,18,7,15
06.05.2022 12:00,8,9,22,34,20,22,5,13,3,18,11,19,14,16,13,16,11,19,34,21,22,13,10,9,26,17,20,14,8,13,23,16,6,17
06.05.2022 13:00,10,10,21,32,20,18,4,13,5,20,13,26,17,18,11,14,24,21,38,22,25,13,18,18,24,17,15,13,2,23,24,16,5,10
06.05.2022 14:00,14,11,20,34,19,22,2,13,9,18,14,26,18,18,8,19,31,19,32,17,24,13,21,27,24,17,16,15,2,19,22,18,5,12
06.05.2022 15:00,16,14,18,29,16,11,2,13,12,17,14,26,18,18,9,19,24,15,28,20,20,14,30,31,20,13,20,16,6,20,23,19,5,15
06.05.2022 16:00,18,14,19,29,18,11,2,13,6,17,16,30,19,26,8,10,21,13,21,14,15,14,23,31,21,14,44,15,10,24,23,16,5,13
06.05.2022 17:00,16,12,20,30,15,14,2,12,9,16,16,32,24,33,11,6,19,20,23,16,17,16,24,34,19,14,44,18,8,27,22,16,6,15
06.05.2022 18:00,17,11,18,30,20,14,2,12,10,15,14,30,24,25,13,6,12,28,32,21,25,14,26,31,19,13,43,12,8,30,22,9,7,10
06.05.2022 19:00,22,10,18,31,17,15,2,12,18,10,16,20,20,26,12,6,10,18,37,21,27,11,28,26,22,15,42,18,9,27,21,10,7,2
06.05.2022 20:00,25,13,13,18,20,15,4,16,20,12,16,22,18,30,11,9,17,14,53,24,24,12,27,28,25,17,29,14,11,22,19,8,9,19
06.05.2022 21:00,27,14,6,11,5,17,5,14,17,14,23,26,19,29,15,9,26,24,40,27,30,12,32,15,27,20,14,23,12,25,16,8,11,17
06.05.2022 22:00,29,18,9,15,2,9,3,15,17,19,21,28,21,29,18,13,30,28,36,25,28,12,33,9,26,21,19,30,10,20,15,8,13,13
06.05.2022 23:00,28,18,12,20,5,4,6,16,21,15,16,27,21,28,20,14,25,31,27,21,20,13,21,11,24,20,26,18,13,25,15,14,13,14
06.05.2022 24:00,29,16,15,26,11,10,9,18,26,14,20,24,20,25,21,14,29,31,26,17,22,13,22,12,23,18,22,13,18,18,16,15,17,22
07.05.2022 01:00,29,16,21,34,29,11,8,19,23,17,27,23,21,26,20,9,24,28,34,22,26,13,21,13,19,14,16,21,16,25,17,17,18,33
07.05.2022 02:00,24,18,22,36,30,19,3,19,16,20,22,26,22,26,18,9,24,31,36,25,34,13,25,13,15,14,26,14,14,18,15,13,20,25
07.05.2022 03:00,17,17,23,36,26,23,2,18,22,18,43,25,21,26,16,13,24,30,34,26,35,13,30,12,14,12,29,15,9,18,15,22,19,30
07.05.2022 04:00,13,16,25,37,24,23,5,17,19,17,21,26,21,25,14,19,24,33,35,27,34,13,35,12,13,12,25,11,8,15,16,15,15,21
07.05.2022 05:00,14,16,28,39,25,20,5,17,20,15,22,26,21,27,14,18,24,38,37,27,35,13,17,11,12,11,26,12,8,27,18,13,15,20
07.05.2022 06:00,19,17,25,38,26,25,5,16,12,14,20,25,21,25,14,18,26,35,37,29,33,16,26,10,13,10,24,10,11,14,19,16,14,18
07.05.2022 07:00,22,18,22,33,23,22,7,16,9,13,18,24,20,20,10,16,25,26,32,24,25,18,19,11,11,11,20,11,8,8,22,14,14,13
07.05.2022 08:00,24,18,22,33,27,21,6,15,3,14,6,21,19,20,2,17,27,23,21,16,18,21,7,7,11,9,19,19,8,2,24,13,13,15
07.05.2022 09:00,25,16,23,32,30,23,5,15,2,16,9,21,18,19,7,19,27,22,19,15,18,21,10,4,12,9,21,22,10,7,25,15,12,8
07.05.2022 10:00,24,21,21,31,22,18,5,14,9,16,10,20,18,19,13,15,27,20,18,14,17,21,4,6,13,9,15,17,22,4,28,15,9,16
07.05.2022 11:00,14,21,20,30,24,22,8,14,10,16,12,20,19,20,6,17,22,19,16,12,14,18,13,8,14,10,11,30,2,3,24,10,7,6
07.05.2022 12:00,8,19,14,23,20,15,9,13,5,11,22,22,21,17,8,11,17,13,17,13,15,15,7,5,15,9,12,26,2,14,18,12,7,2
07.05.2022 13:00,8,17,10,16,11,6,6,14,2,10,16,20,20,11,12,2,26,11,13,11,13,13,12,9,16,11,8,29,3,9,16,11,7,9
07.05.2022 14:00,12,19,13,18,10,10,5,13,2,10,17,15,21,9,10,2,30,11,9,9,10,12,22,10,15,10,13,11,7,16,13,9,7,14
07.05.2022 15:00,10,16,10,16,10,10,5,13,5,7,20,13,15,8,10,2,29,10,8,8,9,12,22,12,11,7,7,4,6,21,13,8,8,17
07.05.2022 16:00,7,14,10,16,7,2,4,13,6,7,16,12,14,8,6,2,19,7,7,8,8,14,19,5,10,7,9,2,7,26,11,7,8,3
07.05.2022 17:00,9,12,9,13,10,2,2,12,9,9,13,12,13,8,9,6,5,7,7,8,7,15,23,9,12,9,32,3,8,24,9,7,9,10
07.05.2022 18:00,10,11,8,13,7,6,2,12,2,11,18,9,10,16,12,5,7,7,6,7,8,17,20,8,15,10,21,7,10,18,9,9,10,14
07.05.2022 19:00,10,12,9,15,6,5,3,12,12,11,18,12,12,20,9,5,8,9,7,9,10,18,27,13,18,11,20,15,12,19,9,10,11,17
07.05.2022 20:00,12,13,11,15,12,6,4,12,17,12,16,16,18,18,14,9,9,10,8,9,11,16,38,16,19,13,27,19,10,34,10,12,20,26
07.05.2022 21:00,14,18,11,14,12,10,4,14,17,12,20,20,19,19,18,14,7,12,11,13,12,13,32,22,25,15,26,16,16,31,9,12,22,26
07.05.2022 22:00,13,23,11,14,10,13,4,15,30,17,23,24,18,19,17,12,5,15,14,14,16,14,23,19,25,17,22,17,12,26,9,13,25,22
07.05.2022 23:00,12,25,14,18,16,15,3,18,32,20,32,26,24,20,17,14,5,17,13,13,19,19,26,12,22,18,17,18,11,20,13,17,17,25
07.05.2022 24:00,12,24,18,25,12,16,2,20,36,18,23,23,18,19,18,15,6,17,15,14,20,19,37,10,20,19,18,20,15,27,17,18,21,25
08.05.2022 01:00,11,26,13,21,20,12,2,19,25,17,19,21,18,19,16,18,6,18,19,17,21,21,59,10,19,19,17,20,14,17,20,19,19,29
08.05.2022 02:00,12,26,15,20,19,11,2,20,19,18,26,20,12,17,13,15,6,20,21,23,23,21,39,13,19,18,18,22,13,19,23,23,22,28
