Zeitpunkt,Andechs/Rothenfeld,Ansbach/Residenzstraße,Augsburg/Bourges-Platz,Augsburg/Karlstraße,Augsburg/Königsplatz,Augsburg/LfU,Bad Hindelang/Oberjoch,Bamberg/Löwenbrücke,Bayreuth/Hohenzollernring,Burghausen/Marktler Straße,Fürth/Theresienstraße,Ingolstadt/Münchener Straße,Ingolstadt/Rechbergstraße,Kelheim/Regensburger Straße,Kulmbach/Konrad-Adenauer-Straße,Landshut/Podewilsstraße,Lindau (Bodensee)/Friedrichshafener Str.,München/Johanneskirchen,München/Landshuter Allee,München/Lothstraße,München/Stachus,Neu-Ulm/Gabelsbergerstraße,Nürnberg/Von-der-Tann-Straße,Oberaudorf/Inntal-Autobahn,Passau/Angerstraße,Passau/Stelzhamerstraße,Regensburg/Rathaus,Schwabach/Angerstraße,Schweinfurt/Obertor,Sulzbach-Rosenberg/Lohe,Tiefenbach/Altenschneeberg,Trostberg/Schwimmbadstraße,Würzburg/Kopfklinik,Würzburg/Stadtring Süd
15.05.2022 05:00,8,20,20,36,24,18,11,18,24,14,30,11,11,16,19,13,14,18,27,18,21,15,29,13,13,12,17,19,11,15,16,14,17,17
15.05.2022 06:00,9,19,20,34,23,16,8,19,20,16,32,12,13,14,20,15,15,18,26,16,17,15,26,10,11,12,18,19,17,20,16,14,17,24
15.05.2022 07:00,8,20,20,28,25,16,15,19,14,15,30,12,12,13,10,10,14,17,24,13,17,15,16,13,11,11,9,15,13,2,15,13,19,15
15.05.2022 08:00,9,21,19,21,22,16,17,19,6,14,4,10,12,17,2,12,13,19,21,12,16,13,6,11,9,12,4,9,11,2,15,14,20,18
15.05.2022 09:00,12,18,16,17,23,17,11,19,2,13,2,12,13,14,5,16,14,19,16,12,15,12,2,9,8,13,7,15,12,2,15,14,18,19
15.05.2022 10:00,13,15,12,12,18,15,16,19,2,11,12,16,13,13,13,15,16,22,13,12,13,11,10,9,9,13,10,21,15,5,14,14,15,16
15.05.2022 11:00,13,14,10,10,9,13,11,18,2,11,18,16,11,13,13,21,18,16,11,12,11,12,15,10,12,14,9,18,13,6,14,13,14,9
15.05.2022 12:00,13,14,9,8,8,14,12,16,6,11,17,15,10,11,14,14,21,13,12,13,12,12,11,14,15,13,14,19,5,11,12,12,12,6
15.05.2022 13:00,12,13,8,8,9,12,15,16,12,11,18,17,11,9,12,11,17,17,14,16,14,12,10,12,17,14,11,18,12,13,13,11,13,15
15.05.2022 14:00,16,12,9,8,10,8,13,16,9,11,14,17,11,10,13,12,16,17,15,16,13,12,15,13,18,15,9,14,14,13,14,12,11,18
15.05.2022 15:00,20,11,9,7,15,10,9,16,7,11,18,18,12,10,14,11,15,15,13,16,12,11,15,14,17,15,12,19,11,15,14,12,11,14
15.05.2022 16:00,21,10,10,8,12,8,10,16,11,11,12,17,13,9,15,12,12,14,12,15,12,11,16,13,18,15,17,12,14,10,13,11,11,15
15.05.2022 17:00,22,12,10,9,7,8,12,16,10,12,15,16,14,9,11,12,13,11,12,16,13,11,25,13,17,16,11,16,14,13,14,12,11,19
15.05.2022 18:00,22,12,11,11,7,3,11,16,7,13,15,15,14,9,15,12,12,11,12,16,14,11,23,14,15,16,11,36,16,17,14,11,13,20
15.05.2022 19:00,21,14,17,14,5,2,7,15,19,13,14,14,13,13,23,13,11,14,12,16,14,11,24,14,15,18,16,34,18,28,15,11,16,14
15.05.2022 20:00,16,16,14,18,9,5,9,16,29,24,16,14,14,17,28,11,14,14,14,18,16,11,25,17,17,19,15,23,14,34,16,11,17,27
15.05.2022 21:00,15,22,22,30,14,6,9,17,22,18,24,14,17,28,19,14,13,16,15,20,18,12,34,20,21,20,25,18,17,29,17,12,18,31
15.05.2022 22:00,13,32,23,26,16,9,9,18,29,23,29,13,14,22,19,11,12,15,15,16,17,13,33,23,25,21,24,20,14,26,18,13,17,17
15.05.2022 23:00,11,41,25,21,21,14,11,18,30,62,32,13,14,18,20,10,13,14,16,14,18,17,38,23,23,18,24,18,13,20,19,16,18,21
15.05.2022 24:00,9,43,28,28,20,16,11,19,28,17,38,14,17,18,17,11,15,16,21,14,21,16,38,20,20,17,18,45,11,18,19,14,17,13
16.05.2022 01:00,9,32,26,29,21,12,6,19,20,12,34,18,15,20,16,6,16,15,24,19,22,18,26,19,17,16,15,68,14,13,18,14,18,14
16.05.2022 02:00,10,29,23,31,22,14,7,18,24,12,23,17,13,21,18,6,16,16,25,22,22,17,24,18,16,16,16,20,16,12,17,15,16,21
16.05.2022 03:00,10,27,21,30,23,14,9,19,24,12,30,17,14,20,18,8,15,16,25,22,22,18,27,16,15,16,15,19,14,21,16,14,17,29
16.05.2022 04:00,10,34,21,26,22,13,10,20,30,12,23,17,16,20,20,11,15,17,23,21,23,20,26,15,16,17,18,17,13,23,15,15,18,26
16.05.2022 05:00,11,33,21,29,18,13,12,20,32,12,22,17,13,22,22,14,15,19,27,19,21,20,35,14,17,17,21,25,18,22,15,16,19,20
16.05.2022 06:00,11,36,21,29,27,16,9,19,25,14,23,18,16,22,19,14,17,19,28,18,21,22,32,14,17,18,22,26,14,21,14,16,18,22
16.05.2022 07:00,13,46,23,32,36,19,9,20,22,13,17,21,17,20,24,20,19,18,32,19,25,34,35,15,19,19,19,20,12,2,13,19,20,36
16.05.2022 08:00,11,33,22,31,31,22,9,20,4,14,29,23,17,34,10,18,16,22,37,19,27,35,37,15,18,20,14,20,16,6,13,20,22,38
16.05.2022 09:00,12,21,18,23,31,13,8,21,9,16,22,24,18,25,26,20,17,28,28,17,21,25,35,19,18,18,32,15,15,19,13,21,23,26
16.05.2022 10:00,10,26,13,12,12,10,24,20,10,14,25,27,20,19,14,22,12,18,20,14,18,23,28,21,21,20,16,21,19,18,15,19,23,33
16.05.2022 11:00,9,27,14,12,7,8,14,21,2,15,35,29,22,21,24,16,14,14,22,12,19,31,45,15,21,20,17,42,26,9,15,17,17,30
16.05.2022 12:00,9,25,13,12,10,7,11,23,14,15,15,26,19,25,36,17,16,13,19,10,15,18,32,12,24,22,22,16,21,12,14,16,15,8
16.05.2022 13:00,6,23,10,12,8,4,19,23,24,13,5,23,17,24,19,16,15,13,21,7,15,17,2,7,25,21,26,2,16,23,13,12,16,7
16.05.2022 14:00,7,20,9,13,9,5,15,24,22,10,10,19,13,23,2,15,15,13,18,7,12,23,2,14,26,22,23,2,18,19,14,12,20,24
16.05.2022 15:00,11,28,14,21,16,8,10,22,18,11,20,20,13,15,11,8,16,15,18,10,14,15,4,11,27,24,28,8,25,2,18,11,24,61
16.05.2022 16:00,18,22,13,17,16,15,12,24,26,13,36,22,14,13,20,5,17,18,23,18,21,10,44,10,26,22,12,41,23,3,19,10,23,2
16.05.2022 17:00,19,17,11,16,8,3,15,25,42,9,24,25,16,18,27,13,19,29,33,26,33,10,5,8,24,23,10,12,12,48,19,10,14,2
16.05.2022 18:00,14,14,10,17,9,2,10,22,22,12,12,22,18,18,21,27,20,25,31,18,25,12,2,16,22,23,30,7,13,37,14,11,9,16
16.05.2022 19:00,12,17,9,20,13,4,7,22,23,19,12,17,17,15,19,5,22,19,31,16,23,13,11,25,22,23,28,15,14,15,13,13,10,3
16.05.2022 20:00,11,20,11,15,13,8,2,18,30,18,13,17,15,19,22,4,21,21,27,18,19,12,29,26,16,16,5,2,10,15,13,13,18,11
16.05.2022 21:00,7,18,13,13,9,14,3,17,30,13,18,18,14,21,19,8,19,19,25,12,15,12,34,18,17,17,9,9,17,14,15,12,12,21
16.05.2022 22:00,5,17,13,11,10,5,4,18,9,12,14,16,11,17,8,9,18,15,19,10,12,12,33,12,19,20,15,23,19,14,18,8,17,21
16.05.2022 23:00,5,16,10,10,7,2,3,18,11,8,14,13,11,17,15,12,16,10,13,5,11,15,14,9,17,18,8,7,9,9,22,6,19,8
16.05.2022 24:00,6,20,11,13,8,5,2,19,17,5,21,12,11,17,15,7,12,8,12,3,8,16,20,7,15,16,8,2,21,9,19,5,18,19
17.05.2022 01:00,6,19,12,16,7,9,2,19,16,6,25,12,15,19,16,9,10,7,14,6,9,15,31,7,16,15,9,2,10,12,17,5,18,8
17.05.2022 02:00,6,17,13,16,10,11,2,20,19,8,17,13,13,16,16,6,9,8,15,10,10,16,17,8,16,12,9,3,13,13,20,6,21,15
17.05.2022 03:00,6,19,13,14,14,9,2,21,23,11,16,14,14,18,18,6,10,7,15,11,10,16,6,7,12,10,12,13,16,16,24,6,24,29
17.05.2022 04:00,6,21,13,15,14,12,5,23,25,12,17,13,14,17,16,9,10,5,16,13,10,17,6,7,13,10,15,15,18,14,31,7,23,24
17.05.2022 05:00,7,23,14,20,14,12,7,24,23,12,23,14,14,16,19,10,11,11,19,9,11,17,14,7,15,11,17,17,14,18,19,7,24,19
17.05.2022 06:00,8,26,15,20,18,12,8,23,19,12,26,14,15,20,17,13,11,13,24,10,12,15,20,8,20,14,14,20,12,17,10,8,24,21
17.05.2022 07:00,6,27,16,17,16,15,12,22,8,13,16,15,17,22,19,14,10,8,28,12,14,17,20,9,30,16,14,16,17,4,9,8,25,24
17.05.2022 08:00,6,25,15,18,25,7,16,22,9,14,13,16,19,20,17,14,8,8,28,14,17,17,15,25,30,17,11,11,17,4,11,9,23,25
17.05.2022 09:00,10,21,16,21,23,10,11,22,5,15,14,20,19,19,24,16,8,9,    # ,16,18,16,3,12,25,15,4,6,15,9,12,11,19,24
17.05.2022 10:00,    # ,17,13,22,16,14,11,21,12,15,18,22,17,18,11,18,9,11,27,18,18,12,7,12,24,18,3,13,13,8,11,11,16,15
17.05.2022 11:00,12,16,12,17,13,12,10,17,4,10,23,19,14,17,2,19,10,9,22,17,15,12,16,14,23,17,8,15,6,5,9,11,12,10
17.05.2022 12:00,10,13,10,15,17,12,7,13,2,10,4,18,13,14,3,14,9,8,21,15,15,9,11,14,16,11,11,16,2,6,8,10,10,15
17.05.2022 13:00,8,11,11,15,14,10,8,12,2,11,14,17,11,13,7,15,10,9,22,13,16,8,2,12,15,10,11,16,2,7,7,8,8,11
17.05.2022 14:00,10,12,11,15,16,11,8,11,2,12,11,17,11,11,8,14,10,13,22,13,15,7,5,10,15,10,11,18,2,3,6,8,8,27
17.05.2022 15:00,9,10,10,12,16,11,7,11,6,13,14,18,11,11,12,16,10,13,20,11,18,8,9,10,13,9,13,17,2,3,6,10,7,6
17.05.2022 16:00,8,9,10,12,17,11,8,11,9,14,20,17,11,8,11,11,10,13,19,10,14,8,14,11,14,10,15,11,8,11,6,10,8,2
17.05.2022 17:00,8,8,10,13,14,7,9,11,5,14,2,15,11,7,12,12,11,13,19,12,14,8,10,12,14,9,11,14,8,18,6,11,9,16
17.05.2022 18:00,9,10,12,13,8,7,8,11,7,13,8,14,11,7,16,16,10,16,19,10,18,8,11,13,13,8,11,14,15,19,6,11,10,20
17.05.2022 19:00,8,12,10,15,8,6,5,11,13,12,11,14,11,7,10,9,9,17,20,12,15,9,17,15,13,8,12,11,10,2,8,11,12,13
17.05.2022 20:00,6,14,12,17,11,7,6,12,18,13,15,14,13,9,18,9,9,16,24,15,18,10,17,19,12,9,11,14,13,10,16,11,13,19
17.05.2022 21:00,7,17,14,20,15,8,7,13,21,15,19,12,11,11,15,14,10,10,30,18,20,11,18,18,16,9,18,15,18,21,17,12,14,23
17.05.2022 22:00,7,19,17,23,16,10,7,14,21,16,32,11,9,15,17,11,10,15,31,20,22,14,29,19,17,10,20,16,6,21,13,14,13,22
17.05.2022 23:00,29,19,19,22,17,12,7,14,26,16,32,12,9,15,15,13,12,14,33,23,23,17,40,17,17,11,21,15,5,22,11,13,13,22
17.05.2022 24:00,30,19,21,26,18,15,6,13,21,19,19,13,10,15,12,14,13,12,34,25,28,15,30,15,17,10,16,16,8,19,15,13,13,13
18.05.2022 01:00,32,21,20,25,17,10,6,12,17,18,17,11,10,19,12,10,14,9,34,24,25,16,14,13,17,10,13,15,9,18,18,14,12,19
18.05.2022 02:00,34,18,19,24,22,8,7,12,14,14,22,11,9,17,13,8,14,7,31,21,21,17,17,12,17,11,17,21,7,12,21,14,11,17
18.05.2022 03:00,33,17,17,25,16,12,6,13,10,15,21,12,8,18,12,9,14,10,29,18,18,16,23,10,17,11,16,16,8,16,24,13,12,21
18.05.2022 04:00,27,19,15,24,20,14,5,14,8,19,21,13,8,18,10,10,15,11,26,18,19,16,20,9,16,8,19,22,7,21,22,14,11,22
18.05.2022 05:00,24,20,14,30,19,12,7,15,16,16,23,14,8,19,13,11,16,12,28,17,17,26,20,8,17,9,16,13,8,17,23,13,12,21
18.05.2022 06:00,21,25,15,33,27,14,9,15,18,19,24,15,9,21,13,13,17,9,35,20,17,21,26,8,18,10,18,18,9,10,21,14,12,19
18.05.2022 07:00,19,28,18,29,27,14,11,16,17,15,21,15,11,22,12,10,15,9,39,24,20,18,27,16,19,10,12,12,10,14,16,15,14,20
18.05.2022 08:00,21,25,16,    # ,26,10,13,17,21,9,22,17,11,21,17,9,13,15,28,21,21,17,25,9,13,8,19,10,9,12,14,15,16,22
18.05.2022 09:00,19,19,16,    # ,22,16,14,16,21,9,22,16,11,16,21,14,12,18,20,19,16,17,27,7,8,7,13,7,11,7,14,15,15,8
18.05.2022 10:00,16,14,    # ,23,21,16,12,16,6,8,11,14,11,13,11,11,12,20,18,22,16,16,13,7,9,7,2,11,11,2,11,16,12,16
18.05.2022 11:00,13,12,    # ,19,12,12,11,15,2,9,17,14,9,12,11,13,15,18,19,20,15,    # ,6,8,11,8,12,9,11,8,8,15,11,10
